Height,Age,Income,RomanticGestureScore,CompatibilityScore,CommunicationScore,DistanceKM,Response,AgeCategory
148,73,30859,9,3,4,19,1,Senior
195,68,25934,0,4,10,79,1,Senior
185,69,5756,4,10,0,44,1,Senior
171,90,32891,4,10,1,39,1,Senior
180,52,25986,1,2,0,2,0,Middle-aged
178,89,24713,2,2,1,16,1,Senior
181,72,38161,0,6,9,9,1,Senior
177,27,44114,6,10,9,91,1,Young
179,27,9045,8,0,9,72,1,Young
199,89,37561,5,0,5,93,0,Senior
143,33,22684,10,5,0,19,1,Young
183,64,20821,10,1,5,73,1,Senior
181,18,16935,1,9,0,2,1,Young
152,72,37533,2,2,5,61,1,Senior
198,38,10848,8,1,3,16,0,Middle-aged
167,33,22042,2,10,4,97,1,Young
199,68,10384,6,8,3,82,1,Senior
149,31,12734,6,7,8,95,1,Young
186,76,45641,2,3,8,77,1,Senior
151,40,32866,4,10,7,35,1,Middle-aged
168,32,16334,8,3,1,91,1,Young
183,63,28047,7,3,3,28,1,Senior
188,25,9425,0,0,3,15,0,Young
147,58,40650,8,9,1,96,1,Middle-aged
175,44,11881,8,1,6,77,1,Middle-aged
165,40,32802,3,6,8,68,1,Middle-aged
183,88,16602,0,10,3,74,1,Senior
146,88,37015,4,9,5,32,1,Senior
145,31,39093,10,8,10,30,1,Young
177,62,48678,10,7,5,81,1,Senior
153,21,42315,0,0,6,72,0,Young
161,32,18377,10,1,2,30,1,Young
175,69,28253,6,2,0,93,1,Senior
183,59,45607,8,5,10,25,1,Middle-aged
172,27,23012,3,10,4,66,1,Young
152,36,45410,3,8,4,85,0,Middle-aged
186,77,19543,5,7,1,85,1,Senior
158,26,46332,3,4,0,83,1,Young
181,36,38459,8,7,0,94,1,Middle-aged
169,32,9838,0,6,9,86,1,Young
190,36,33767,1,7,4,97,1,Middle-aged
183,32,41305,8,0,1,18,0,Young
154,49,16528,3,0,1,58,0,Middle-aged
173,48,29295,2,9,7,26,1,Middle-aged
192,27,13207,3,10,6,16,1,Young
183,77,10275,1,10,0,56,1,Senior
181,65,9871,3,0,7,21,0,Senior
188,50,46868,8,9,7,98,1,Middle-aged
177,20,38170,6,7,2,2,1,Young
157,43,26726,8,8,10,34,1,Middle-aged
179,57,9389,0,10,8,88,1,Middle-aged
194,29,30470,9,8,5,73,1,Young
145,43,46291,8,9,3,79,1,Middle-aged
149,21,15232,4,4,5,97,1,Young
200,57,49580,3,2,4,33,0,Middle-aged
160,49,35596,8,1,4,91,1,Middle-aged
196,20,6823,8,9,2,49,1,Young
177,65,21060,5,2,1,8,1,Senior
186,43,23325,2,9,8,82,1,Middle-aged
161,72,41464,8,0,0,95,1,Senior
182,57,19765,3,1,9,75,0,Middle-aged
164,26,24290,6,5,3,44,0,Young
160,89,6881,1,1,2,91,1,Senior
150,78,9052,7,8,6,81,1,Senior
183,24,45724,9,6,6,30,1,Young
189,39,37413,7,1,1,64,1,Middle-aged
172,36,13478,2,2,2,82,0,Middle-aged
149,30,45761,3,1,2,60,1,Young
161,42,13700,6,7,8,42,1,Middle-aged
154,24,49473,7,3,5,6,1,Young
168,75,49815,1,6,10,77,1,Senior
164,58,20962,2,0,6,82,1,Middle-aged
188,70,40592,7,4,6,60,0,Senior
167,36,5885,8,2,3,21,0,Middle-aged
187,64,19403,0,2,0,95,1,Senior
192,75,44560,5,3,2,74,1,Senior
197,27,16237,4,9,8,62,1,Young
145,33,46849,6,5,7,39,1,Young
188,53,34101,3,5,9,4,1,Middle-aged
194,61,17109,5,6,7,24,1,Senior
147,55,29241,8,8,0,73,1,Middle-aged
162,61,21442,0,2,4,13,0,Senior
170,38,44619,7,7,7,47,1,Middle-aged
145,27,21226,7,0,6,19,0,Young
182,77,23703,4,7,9,90,1,Senior
164,62,37899,3,8,6,68,1,Senior
158,85,26897,0,9,9,32,0,Senior
199,62,16371,7,9,3,88,1,Senior
142,68,32187,2,9,0,56,1,Senior
192,38,27368,0,5,8,34,1,Middle-aged
168,87,46379,10,0,8,34,1,Senior
145,57,18941,0,9,2,2,1,Middle-aged
170,29,28019,7,9,1,85,1,Young
156,48,18742,0,3,8,49,0,Middle-aged
162,24,12944,4,10,9,61,1,Young
186,48,28834,5,8,7,14,1,Middle-aged
195,73,13824,9,6,10,52,1,Senior
165,52,33597,8,0,8,19,1,Middle-aged
157,65,18026,2,0,10,97,0,Senior
164,37,22105,2,9,6,89,1,Middle-aged
189,79,20384,6,1,0,12,0,Senior
194,33,39115,5,5,8,96,1,Young
198,41,44167,4,0,7,32,0,Middle-aged
189,62,31471,5,7,8,64,1,Senior
191,63,21594,9,6,8,70,1,Senior
198,23,47100,9,5,6,57,1,Young
144,49,48036,2,10,4,57,0,Middle-aged
195,29,30514,8,2,1,86,1,Young
183,37,13379,7,4,10,79,1,Middle-aged
181,65,42820,10,2,7,55,1,Senior
148,83,33118,10,0,6,72,1,Senior
168,25,34861,8,1,4,30,0,Young
151,71,29940,2,7,7,29,0,Senior
195,60,9195,2,7,6,59,0,Senior
165,21,47444,4,8,5,11,1,Young
176,87,33164,3,6,10,21,1,Senior
175,62,19125,1,10,10,39,1,Senior
187,64,21311,3,3,0,61,0,Senior
161,21,10778,5,1,7,73,1,Young
178,22,43999,5,10,8,37,1,Young
171,52,5067,1,3,9,81,1,Middle-aged
190,30,46496,3,0,2,4,0,Young
156,42,28879,2,0,4,9,0,Middle-aged
161,64,17908,8,5,3,70,1,Senior
142,59,42126,6,10,1,40,1,Middle-aged
176,70,35549,4,0,1,44,1,Senior
184,30,37363,4,8,7,18,1,Young
154,35,29144,3,2,2,27,1,Young
171,67,41106,3,4,5,51,0,Senior
180,67,6886,0,2,1,27,1,Senior
144,74,16029,10,0,0,16,1,Senior
144,61,18297,7,1,2,67,1,Senior
174,64,24564,2,1,10,5,0,Senior
176,86,43694,6,0,0,78,1,Senior
175,82,10433,2,3,9,73,0,Senior
175,75,22088,6,3,4,7,1,Senior
176,19,41668,2,3,8,63,1,Young
143,49,16882,4,0,3,17,0,Middle-aged
140,62,30253,6,5,2,64,0,Senior
199,64,6635,9,0,5,71,0,Senior
173,29,43109,10,3,2,34,1,Young
190,58,21829,9,3,8,78,0,Middle-aged
196,42,45567,4,9,10,73,1,Middle-aged
184,69,42739,6,3,10,84,0,Senior
182,75,11015,3,2,9,19,0,Senior
188,38,42793,1,3,2,5,0,Middle-aged
178,53,45471,7,7,4,9,1,Middle-aged
141,67,38071,0,8,1,31,0,Senior
145,83,26784,10,3,3,19,1,Senior
170,86,15774,4,8,3,46,1,Senior
151,68,40572,6,9,3,86,1,Senior
197,83,15994,2,8,4,98,1,Senior
177,48,31110,3,7,1,86,1,Middle-aged
199,66,48215,4,5,1,87,0,Senior
193,19,12412,8,10,1,18,1,Young
170,80,33615,0,5,5,98,1,Senior
192,57,42208,6,3,9,69,1,Middle-aged
191,32,16518,9,7,10,46,1,Young
180,26,6554,2,10,9,62,1,Young
185,84,22166,7,3,9,18,1,Senior
173,78,41701,9,3,1,77,1,Senior
195,79,23791,8,2,7,80,0,Senior
166,55,24024,2,7,1,13,1,Middle-aged
143,70,23591,1,8,5,32,1,Senior
145,43,8817,1,4,9,72,0,Middle-aged
177,33,27085,5,3,4,11,1,Young
180,89,46453,7,7,0,71,1,Senior
175,37,16057,7,1,10,17,1,Middle-aged
196,50,28366,10,9,0,84,1,Middle-aged
159,73,22133,8,9,8,78,1,Senior
194,19,19210,8,6,5,75,1,Young
179,68,20433,9,7,0,63,1,Senior
144,62,49426,8,10,10,34,1,Senior
198,35,45405,1,7,1,77,1,Young
197,20,5786,1,9,0,3,0,Young
167,68,47934,2,5,0,69,1,Senior
176,48,15871,2,5,7,69,1,Middle-aged
146,64,31867,10,1,1,5,1,Senior
145,33,34190,10,8,6,93,1,Young
152,63,17423,4,0,9,69,1,Senior
163,24,45086,5,0,4,96,0,Young
188,78,7487,9,10,2,27,1,Senior
162,24,40510,9,5,0,48,1,Young
182,69,41849,10,1,10,41,1,Senior
198,48,13338,4,7,5,64,1,Middle-aged
168,81,44335,3,2,6,72,1,Senior
180,37,8274,8,2,10,18,0,Middle-aged
171,89,44289,5,8,4,97,1,Senior
152,84,31665,0,0,8,63,0,Senior
199,22,49164,6,6,5,62,1,Young
161,71,6370,0,3,1,44,1,Senior
147,54,12862,10,8,2,4,1,Middle-aged
195,26,38448,7,3,2,16,1,Young
181,35,35332,5,7,3,78,1,Young
172,65,10043,3,1,9,16,0,Senior
149,54,37167,2,2,10,81,0,Middle-aged
143,53,7102,9,4,3,86,1,Middle-aged
169,27,40545,4,6,3,8,1,Young
152,67,46937,10,0,6,60,1,Senior
147,62,20926,4,10,1,30,1,Senior
197,70,38905,5,3,1,1,1,Senior
172,42,19585,8,1,3,69,0,Middle-aged
155,40,18657,10,7,5,82,1,Middle-aged
192,86,22744,4,5,6,72,1,Senior
151,37,39100,0,10,10,98,1,Middle-aged
159,22,20028,5,10,0,99,1,Young
177,90,48903,8,0,0,87,1,Senior
185,30,16975,6,8,0,85,1,Young
140,89,21147,6,8,5,58,1,Senior
190,21,46927,0,1,0,68,1,Young
198,78,34297,9,10,5,12,1,Senior
200,53,6607,4,2,7,95,1,Middle-aged
197,25,5158,3,7,6,14,1,Young
175,31,29659,1,9,7,67,1,Young
142,33,9076,7,1,9,87,0,Young
156,81,5985,10,9,4,19,1,Senior
184,20,44649,0,0,7,70,0,Young
190,62,48770,6,7,9,83,1,Senior
158,31,21272,4,0,7,27,1,Young
140,53,6864,4,10,0,45,1,Middle-aged
145,89,11560,8,5,9,10,0,Senior
188,25,20105,8,7,3,73,1,Young
179,27,17036,9,0,3,49,1,Young
167,53,19017,9,3,6,85,1,Middle-aged
170,87,18380,2,3,1,100,0,Senior
199,34,34541,7,2,0,65,1,Young
197,58,37512,8,6,6,68,1,Middle-aged
185,47,14964,6,3,8,78,1,Middle-aged
142,84,16007,6,8,8,40,1,Senior
166,62,44982,0,5,8,6,0,Senior
161,86,29974,10,4,8,40,1,Senior
153,60,49269,1,3,3,23,1,Senior
170,88,45057,0,10,6,82,0,Senior
159,90,49580,2,5,0,78,0,Senior
140,67,21804,5,6,10,94,1,Senior
167,28,29912,5,5,1,58,1,Young
171,22,9475,5,0,10,64,0,Young
180,47,10696,6,6,10,65,1,Middle-aged
169,22,24680,6,6,3,20,1,Young
176,65,40937,4,4,2,14,0,Senior
180,67,41560,7,10,2,31,1,Senior
176,67,18383,9,4,0,89,1,Senior
164,86,25385,0,3,4,71,0,Senior
194,60,33755,4,2,2,92,0,Senior
180,25,45734,4,9,5,67,1,Young
199,18,26638,10,4,10,84,1,Young
180,64,31682,5,1,2,60,0,Senior
192,69,14556,2,9,1,84,1,Senior
186,44,17921,9,8,4,30,1,Middle-aged
184,77,29422,4,4,5,20,1,Senior
193,25,34815,3,4,5,66,1,Young
165,27,23188,8,5,9,6,1,Young
147,59,14858,0,2,0,84,0,Middle-aged
182,82,34571,6,4,3,58,1,Senior
195,77,36862,6,7,8,88,0,Senior
143,63,37921,5,9,5,63,1,Senior
181,56,48885,9,9,4,87,1,Middle-aged
161,90,29530,3,1,4,54,1,Senior
200,39,17776,2,8,2,29,1,Middle-aged
167,83,12030,10,5,2,47,1,Senior
169,26,18037,4,8,9,87,0,Young
148,61,42032,0,1,5,28,0,Senior
182,50,15027,5,0,7,42,1,Middle-aged
177,88,6988,3,6,8,49,1,Senior
142,73,41498,3,0,9,42,1,Senior
191,22,5832,7,1,1,91,1,Young
193,76,26047,7,7,6,76,1,Senior
165,55,28787,3,2,7,40,1,Middle-aged
191,24,29591,10,1,7,44,1,Young
146,56,13173,2,4,10,52,1,Middle-aged
196,57,43024,7,0,0,2,1,Middle-aged
166,89,10772,7,5,10,61,1,Senior
196,85,19205,6,8,5,21,1,Senior
172,86,29037,5,7,4,61,1,Senior
199,38,13430,3,4,6,74,0,Middle-aged
191,79,10128,8,6,4,78,1,Senior
190,48,26255,0,5,7,95,1,Middle-aged
159,86,7855,10,8,4,35,1,Senior
140,48,44301,9,4,3,65,1,Middle-aged
164,90,42592,9,6,5,95,1,Senior
165,46,27963,4,1,8,37,1,Middle-aged
175,74,40807,9,8,3,43,1,Senior
145,88,12622,2,10,10,53,1,Senior
183,78,47603,1,2,5,93,1,Senior
182,66,16722,7,1,9,83,0,Senior
145,64,20810,4,2,7,9,1,Senior
169,28,32190,5,4,9,51,1,Young
175,77,36037,8,0,9,17,0,Senior
167,45,17000,2,9,7,7,1,Middle-aged
152,35,35695,4,8,0,35,1,Young
176,45,26833,5,9,6,22,1,Middle-aged
199,44,7859,8,8,2,73,1,Middle-aged
159,29,17453,1,5,3,31,0,Young
182,84,11479,5,0,0,91,0,Senior
185,61,48333,10,2,8,21,1,Senior
181,79,27617,1,5,8,2,0,Senior
147,61,41336,4,5,9,91,1,Senior
190,66,37822,9,3,6,10,1,Senior
167,63,44231,1,5,9,18,1,Senior
173,40,44797,10,3,1,11,1,Middle-aged
159,18,44960,0,7,1,40,1,Young
193,35,11095,6,4,2,58,0,Young
173,23,10778,2,5,4,93,1,Young
158,68,41188,3,3,9,16,1,Senior
154,72,28462,6,5,9,43,1,Senior
181,67,7939,6,0,0,30,1,Senior
161,90,46390,4,5,6,36,0,Senior
190,59,7458,0,8,4,46,1,Middle-aged
163,46,12031,3,3,9,78,0,Middle-aged
166,54,48347,3,3,1,74,0,Middle-aged
145,83,46678,6,8,10,95,1,Senior
198,38,41505,0,6,8,68,1,Middle-aged
158,73,38473,7,1,4,63,0,Senior
186,50,28525,5,0,10,33,0,Middle-aged
162,82,43969,9,10,6,60,1,Senior
184,28,43087,9,10,3,70,1,Young
155,64,33785,8,4,3,65,1,Senior
168,31,11899,4,7,1,59,1,Young
190,77,14191,10,10,9,18,1,Senior
143,36,38625,1,7,4,90,1,Middle-aged
149,87,42704,10,2,2,4,1,Senior
147,58,43627,10,1,3,5,1,Middle-aged
152,85,16450,8,7,7,37,1,Senior
145,82,16324,7,9,3,13,1,Senior
183,85,11262,2,6,2,16,1,Senior
190,34,9561,8,3,7,23,1,Young
164,85,17213,8,6,1,63,1,Senior
187,89,12504,8,1,10,87,1,Senior
165,73,9764,1,5,4,44,1,Senior
166,81,34622,4,0,10,57,0,Senior
165,24,40816,4,2,2,9,0,Young
174,22,11818,6,2,1,39,0,Young
153,79,14784,7,1,9,59,1,Senior
170,18,23974,5,10,2,64,1,Young
182,65,5259,9,1,2,36,1,Senior
149,62,31442,6,0,10,94,0,Senior
143,34,21072,0,0,7,96,0,Young
145,18,43602,2,9,10,57,1,Young
188,59,34918,1,5,6,84,1,Middle-aged
192,63,19106,1,8,2,43,0,Senior
142,45,21554,3,6,0,48,1,Middle-aged
152,88,21324,1,4,3,40,0,Senior
144,27,47527,6,10,2,76,1,Young
190,22,42218,5,2,2,63,1,Young
145,42,42789,8,10,10,10,1,Middle-aged
153,90,10569,0,3,2,75,0,Senior
165,21,20621,4,6,0,86,1,Young
194,63,35167,10,7,1,10,1,Senior
164,85,26092,8,5,6,63,1,Senior
140,53,36760,8,2,10,98,1,Middle-aged
198,67,43423,0,0,5,28,0,Senior
178,79,13519,5,3,0,77,0,Senior
184,21,30666,0,6,2,13,1,Young
171,72,18632,8,8,9,98,1,Senior
144,49,30197,3,9,3,83,1,Middle-aged
160,36,43430,7,8,10,45,1,Middle-aged
151,18,30741,5,4,3,25,1,Young
155,21,22113,9,7,1,88,1,Young
145,36,43562,9,8,8,13,1,Middle-aged
151,21,41114,1,0,9,46,0,Young
187,46,23750,5,3,5,45,1,Middle-aged
192,48,15911,8,9,10,30,1,Middle-aged
180,30,33270,3,4,0,9,1,Young
169,67,9917,7,7,0,19,1,Senior
174,66,38596,7,9,1,11,1,Senior
190,43,44413,5,5,8,24,1,Middle-aged
170,54,34210,6,7,10,91,1,Middle-aged
199,31,35220,6,1,8,60,0,Young
184,45,13386,2,8,1,93,1,Middle-aged
192,27,23332,1,4,6,57,0,Young
167,64,22049,8,0,0,94,0,Senior
192,21,17501,0,7,6,79,1,Young
172,80,10691,10,0,6,97,0,Senior
190,89,49458,9,6,1,24,1,Senior
184,73,40137,3,0,9,21,0,Senior
166,60,45073,3,2,4,51,0,Senior
194,56,9957,7,5,2,1,0,Middle-aged
174,49,21268,10,5,4,94,1,Middle-aged
198,74,33656,2,2,4,61,1,Senior
199,31,23113,6,3,6,75,0,Young
190,22,35624,10,3,9,3,1,Young
153,77,23410,3,2,1,42,1,Senior
155,40,49344,9,5,9,32,1,Middle-aged
144,45,7447,5,6,8,24,0,Middle-aged
199,81,32949,0,5,10,86,0,Senior
198,62,11114,6,6,4,71,1,Senior
181,34,45499,5,7,6,44,1,Young
187,25,6905,2,10,10,18,1,Young
163,18,20345,6,2,4,63,0,Young
173,18,8418,5,5,9,13,1,Young
187,84,22326,0,0,0,50,0,Senior
153,62,42177,4,0,9,95,0,Senior
192,40,46852,10,9,4,89,1,Middle-aged
153,28,8805,4,7,4,83,0,Young
175,66,17232,0,7,0,86,0,Senior
188,75,45157,10,7,4,64,1,Senior
178,73,5812,1,1,6,49,1,Senior
171,88,40711,2,10,9,51,1,Senior
170,50,17651,5,8,8,2,1,Middle-aged
172,44,48924,5,7,1,14,1,Middle-aged
197,46,32349,1,3,2,77,0,Middle-aged
188,33,37269,6,7,0,50,1,Young
200,74,5808,1,7,3,28,1,Senior
179,72,18509,10,6,2,87,1,Senior
162,79,33060,0,8,8,7,0,Senior
169,34,18682,10,4,7,20,1,Young
168,87,19847,2,10,6,44,1,Senior
177,71,9990,4,10,4,26,1,Senior
175,18,24026,4,5,0,14,0,Young
196,27,24279,10,6,9,68,1,Young
180,18,26868,3,1,3,95,0,Young
173,38,10119,4,4,6,46,1,Middle-aged
159,77,27662,6,4,4,80,1,Senior
190,19,11975,3,7,2,31,1,Young
171,40,15460,1,2,2,95,0,Middle-aged
176,58,28200,6,3,3,66,1,Middle-aged
186,22,34337,1,0,6,15,0,Young
189,62,44031,1,2,2,50,1,Senior
169,83,23098,1,3,8,79,1,Senior
163,80,26924,8,0,0,12,0,Senior
150,80,32178,10,8,10,61,1,Senior
142,20,21978,4,4,10,25,1,Young
140,79,13392,8,8,6,70,1,Senior
140,26,17624,9,10,1,72,1,Young
149,54,17095,10,9,1,78,1,Middle-aged
174,67,24261,8,8,6,83,1,Senior
142,60,23296,10,9,4,77,1,Senior
179,60,8333,1,8,1,6,1,Senior
175,62,11406,6,4,6,16,0,Senior
194,53,39755,0,8,7,16,1,Middle-aged
141,71,9251,1,9,4,8,1,Senior
182,35,27003,3,0,1,86,0,Young
149,88,42432,10,9,5,36,1,Senior
153,77,16996,2,7,5,57,0,Senior
189,76,24634,10,2,9,96,1,Senior
145,77,18311,1,7,3,4,1,Senior
141,60,8462,8,2,1,17,0,Senior
167,19,28163,1,8,5,39,1,Young
172,29,34284,3,8,1,28,1,Young
186,83,49661,1,4,10,19,0,Senior
145,89,37914,10,8,1,85,1,Senior
146,43,14922,10,7,7,22,1,Middle-aged
182,55,20998,7,0,5,5,1,Middle-aged
172,54,20252,7,2,10,51,0,Middle-aged
172,43,13289,6,8,7,55,1,Middle-aged
170,90,19045,2,1,0,57,1,Senior
171,32,46777,4,3,9,49,1,Young
200,90,38081,10,2,2,100,1,Senior
191,23,49042,9,9,7,52,1,Young
193,18,36401,4,6,0,99,1,Young
167,50,48443,3,3,6,34,1,Middle-aged
150,40,48347,5,5,1,48,0,Middle-aged
157,20,38008,6,1,3,47,1,Young
165,31,18900,5,0,2,35,0,Young
177,69,29675,1,10,1,88,1,Senior
155,57,49152,2,10,4,42,1,Middle-aged
192,54,21614,7,2,10,87,0,Middle-aged
154,72,37648,7,7,7,22,1,Senior
181,82,39042,8,8,6,93,1,Senior
164,87,9107,10,5,0,49,1,Senior
191,23,45472,4,4,9,56,1,Young
169,37,44400,9,3,7,38,1,Middle-aged
173,74,49684,5,7,6,54,1,Senior
150,44,43695,9,6,2,43,1,Middle-aged
176,58,29520,5,1,2,24,1,Middle-aged
142,40,18493,0,9,2,47,1,Middle-aged
187,23,46544,4,6,7,35,1,Young
193,64,6871,1,5,5,84,1,Senior
187,37,12873,3,9,8,79,1,Middle-aged
186,32,23260,8,1,10,24,1,Young
157,62,43943,4,3,3,32,1,Senior
153,44,14883,10,6,3,43,1,Middle-aged
171,51,13129,6,6,9,49,1,Middle-aged
167,45,41438,7,8,7,28,1,Middle-aged
150,22,19140,0,2,0,97,0,Young
183,27,8094,2,3,8,55,0,Young
182,37,12585,9,5,7,98,1,Middle-aged
157,85,32536,10,0,1,19,1,Senior
171,48,49174,4,6,2,59,1,Middle-aged
154,82,49438,7,2,8,72,1,Senior
165,74,18723,1,3,9,77,1,Senior
152,80,42779,0,9,7,40,1,Senior
140,79,11209,0,10,4,88,1,Senior
164,27,42522,1,10,7,20,1,Young
190,43,45863,10,2,3,8,1,Middle-aged
154,55,25558,1,9,9,74,1,Middle-aged
170,78,13272,3,7,2,85,1,Senior
174,28,40531,3,1,9,13,0,Young
146,19,20600,4,9,3,100,1,Young
197,77,20090,7,2,3,68,1,Senior
142,71,9759,4,10,9,42,1,Senior
155,18,37696,6,0,0,86,1,Young
160,48,39897,6,8,0,79,1,Middle-aged
159,30,34240,2,0,6,42,1,Young
166,41,15543,0,9,5,78,1,Middle-aged
146,85,48003,3,8,8,78,1,Senior
179,78,47486,7,0,10,55,1,Senior
167,47,24701,3,8,0,25,1,Middle-aged
140,70,31982,9,6,8,63,1,Senior
173,70,33272,6,5,1,20,1,Senior
183,57,5827,6,10,4,68,1,Middle-aged
156,52,23396,1,8,5,63,1,Middle-aged
161,49,9250,7,6,2,70,1,Middle-aged
198,66,6768,10,6,3,99,1,Senior
191,44,14309,7,2,4,29,1,Middle-aged
145,18,8262,0,10,5,32,1,Young
179,76,49204,2,2,8,23,0,Senior
174,41,19534,5,3,5,88,1,Middle-aged
178,54,31367,7,7,8,66,1,Middle-aged
140,20,12551,0,10,3,49,1,Young
162,64,15403,9,1,5,71,1,Senior
181,35,25300,8,10,10,89,1,Young
190,83,26012,6,1,10,1,1,Senior
183,47,37418,5,10,2,52,1,Middle-aged
189,26,12573,4,8,0,10,1,Young
179,44,5879,3,4,2,72,0,Middle-aged
156,26,38656,3,1,3,23,0,Young
174,73,32704,6,4,10,63,1,Senior
196,28,32188,1,8,0,40,1,Young
152,41,11680,6,9,7,32,1,Middle-aged
156,40,22444,9,3,1,79,1,Middle-aged
146,41,34086,7,2,7,3,1,Middle-aged
175,45,31913,7,10,1,68,1,Middle-aged
175,84,20547,2,10,5,87,1,Senior
176,34,21963,7,9,5,77,1,Young
143,81,43475,3,1,10,58,1,Senior
167,76,9837,2,3,4,61,0,Senior
180,34,17754,9,1,2,35,1,Young
172,39,48026,0,3,6,83,0,Middle-aged
151,63,21522,4,0,2,16,1,Senior
167,81,15917,7,4,5,53,1,Senior
176,34,49163,4,7,5,72,0,Young
145,64,35959,4,9,10,8,0,Senior
145,75,21315,8,2,9,90,1,Senior
197,21,33668,7,5,3,70,1,Young
141,79,38511,6,0,4,2,1,Senior
146,84,13208,6,3,0,29,1,Senior
182,67,15666,8,4,0,62,1,Senior
172,59,7768,7,7,3,61,1,Middle-aged
148,73,30793,8,10,0,81,1,Senior
168,78,36455,6,4,8,47,1,Senior
168,22,15988,1,9,2,64,1,Young
198,84,19371,1,10,4,4,0,Senior
148,22,39331,9,0,0,76,0,Young
149,61,32192,3,8,3,8,0,Senior
199,36,14900,8,2,9,93,1,Middle-aged
154,75,14897,7,4,5,17,0,Senior
149,42,38375,10,10,5,66,1,Middle-aged
161,58,45524,9,2,6,13,1,Middle-aged
171,67,21604,8,5,10,10,1,Senior
160,31,15453,0,8,9,47,1,Young
178,22,49146,1,2,2,21,0,Young
163,89,6116,9,4,2,40,1,Senior
149,39,46899,5,1,9,7,0,Middle-aged
200,83,31563,4,7,8,52,1,Senior
197,76,35682,2,3,10,5,0,Senior
153,29,45560,3,10,3,81,1,Young
141,70,31095,8,1,2,17,1,Senior
177,49,40692,10,8,5,36,1,Middle-aged
176,61,17719,7,5,0,22,1,Senior
183,30,45206,10,7,2,65,1,Young
195,58,36978,4,8,8,71,0,Middle-aged
188,30,35318,3,8,1,34,0,Young
179,26,30211,5,5,8,14,1,Young
162,66,30515,10,8,5,17,1,Senior
170,79,46619,8,6,5,35,1,Senior
157,84,22115,6,2,5,34,1,Senior
183,52,40160,9,4,3,27,1,Middle-aged
167,25,34670,9,10,6,62,1,Young
188,32,13896,2,1,2,43,1,Young
149,24,35045,9,5,7,13,1,Young
165,62,21105,5,5,3,99,1,Senior
159,69,28604,8,2,1,92,1,Senior
182,38,47586,1,6,1,23,1,Middle-aged
153,80,36897,7,10,7,20,1,Senior
189,40,10533,4,4,6,50,1,Middle-aged
156,67,6801,5,9,9,38,1,Senior
200,84,10958,0,10,10,57,0,Senior
148,53,25075,1,9,8,70,1,Middle-aged
159,40,47474,3,4,7,90,1,Middle-aged
159,85,14308,7,7,2,89,1,Senior
200,80,34403,4,2,5,40,1,Senior
142,89,38732,8,7,4,45,1,Senior
146,78,29296,6,0,0,18,0,Senior
159,55,13347,10,4,6,65,1,Middle-aged
184,20,22501,1,2,4,26,0,Young
172,74,45708,7,3,4,24,1,Senior
198,57,9159,1,7,3,53,0,Middle-aged
193,19,30282,4,10,5,86,1,Young
159,21,22290,8,4,3,61,1,Young
200,30,16665,4,10,0,98,1,Young
184,46,5257,8,4,6,33,1,Middle-aged
143,56,18121,3,3,1,38,1,Middle-aged
150,65,41875,5,2,5,25,1,Senior
177,77,24874,4,3,3,48,1,Senior
195,27,38868,5,2,4,5,1,Young
176,65,18734,2,9,3,58,1,Senior
198,51,39227,8,7,3,37,1,Middle-aged
156,38,39065,0,8,1,96,0,Middle-aged
190,90,24346,3,8,0,44,1,Senior
178,36,48986,2,3,8,48,1,Middle-aged
140,78,15302,3,6,2,61,1,Senior
155,50,21209,5,10,7,2,1,Middle-aged
189,76,5904,9,9,4,64,1,Senior
172,53,49399,3,4,2,86,1,Middle-aged
178,62,44411,0,7,2,92,1,Senior
144,81,11371,5,0,9,57,0,Senior
144,52,15842,6,1,5,88,0,Middle-aged
187,89,36395,0,4,3,28,0,Senior
194,68,36292,8,1,5,78,1,Senior
143,86,21670,4,5,6,98,1,Senior
148,57,10918,10,9,0,14,1,Middle-aged
175,37,33010,8,6,1,8,1,Middle-aged
172,82,17309,10,2,2,37,1,Senior
198,34,27995,8,0,3,89,1,Young
145,66,45569,7,0,3,98,1,Senior
162,81,47470,10,5,0,14,1,Senior
173,82,36032,6,8,2,86,1,Senior
150,76,37174,5,3,3,65,1,Senior
141,26,46167,9,3,8,93,1,Young
176,79,32563,3,3,1,72,0,Senior
181,27,11536,1,7,2,62,1,Young
163,20,25279,6,2,4,15,0,Young
185,71,36928,6,9,2,93,1,Senior
199,28,15316,8,10,1,54,1,Young
191,29,42602,2,9,8,67,1,Young
172,59,26296,3,9,1,6,1,Middle-aged
141,30,36687,7,0,0,44,1,Young
182,42,6811,9,5,6,28,1,Middle-aged
186,46,5788,5,0,6,28,1,Middle-aged
147,77,12791,9,5,3,51,1,Senior
193,67,34444,6,8,2,2,1,Senior
150,90,10964,1,2,7,68,0,Senior
147,58,38589,9,3,3,17,1,Middle-aged
162,27,22376,4,0,1,25,0,Young
143,40,33362,7,4,3,38,1,Middle-aged
158,83,36408,9,2,8,90,1,Senior
141,56,18459,7,2,2,68,1,Middle-aged
174,21,29312,10,8,9,60,1,Young
194,51,33898,5,0,2,16,0,Middle-aged
186,29,19656,9,3,10,29,1,Young
189,84,10246,4,6,9,7,1,Senior
161,46,37816,8,6,3,12,1,Middle-aged
169,59,8652,5,2,3,50,1,Middle-aged
185,59,47595,8,2,7,62,0,Middle-aged
190,20,26170,7,0,4,99,1,Young
